Project_ID,Country,Year,Technology,Installed_Capacity_MW,Capacity_Factor_Percent,Annual_Generation_MWh,Capital_Cost_USD_per_kW,Estimated_Project_Cost_Million_USD,Lifecycle_Emissions_kgCO2e_per_MWh,Estimated_CO2_Avoided_tons_per_year,Estimated_Jobs,Grid_Connected,Storage_Included,Project_Status
RE-02166,Germany,2016,Biomass,1448.46,74.12,9404723.32,2512.79,3639.68,35.05,2383106.21,2011,Yes,No,Planned
RE-02167,Spain,2022,Onshore Wind,1387.18,36.77,4468178.91,1680.67,2331.39,14.36,1948452.38,1607,Yes,Yes,Operational
RE-02168,Chile,2015,Biomass,844.7,66.83,4945133.97,4164.05,3517.37,79.91,2254315.07,2617,Yes,No,Operational
RE-02169,South Korea,2016,Offshore Wind,993.53,53.79,4681517.33,6420.97,6379.43,15.77,2734568.24,1445,Yes,Yes,Operational
RE-02170,Germany,2026,Solar PV,1017.73,23.85,2126302.58,851.08,866.17,46.95,730810.44,428,No,Yes,Operational
RE-02171,South Africa,2020,Geothermal,556.19,79.53,3874880.07,4946.36,2751.12,39.09,1973045.24,1997,Yes,Yes,Operational
RE-02172,South Africa,2019,Solar PV,1101.31,17.46,1684449.24,1062.19,1169.8,29.04,997914.29,1829,Yes,Yes,Operational
RE-02173,Norway,2025,Offshore Wind,1327.14,41.74,4852586.55,4587.35,6088.06,23.02,2840302.76,3575,No,No,Operational
RE-02174,Spain,2026,Geothermal,1093.6,82.3,7884287.33,3390.4,3707.74,41.65,3745942.2,4228,Yes,No,Operational
RE-02175,Spain,2011,Solar PV,705.17,14.47,893853.75,1410.85,994.89,49.38,246038.54,1550,Yes,No,Operational
RE-02176,United States,2010,Biogas,796.25,58.37,4071395.06,3710.14,2954.2,68.8,2416149.76,2248,Yes,No,Construction
RE-02177,Argentina,2024,Offshore Wind,837.63,43.07,3160321.03,4527.33,3792.23,15.48,1315493.59,1587,Yes,No,Construction
RE-02178,United Kingdom,2020,Offshore Wind,1417.75,56.84,7059238.12,5969.86,8463.77,8.5,3075067.64,2901,Yes,No,Construction
RE-02179,Spain,2023,Onshore Wind,1422.7,37.68,4696002.63,2275.26,3237.01,17.59,1967447.24,4736,Yes,No,Operational
RE-02180,Spain,2010,Solar PV,1426.6,19.79,2473159.47,913.27,1302.87,23.11,1264550.92,1596,Yes,No,Operational
RE-02181,France,2019,Offshore Wind,157.86,46.63,644824.63,5137.81,811.05,15.65,270014.45,239,Yes,No,Operational
RE-02182,Chile,2018,Solar PV,248.06,26.84,583234.7,1104.75,274.04,42.1,315809.39,453,Yes,No,Operational
RE-02183,Australia,2016,Onshore Wind,205.79,46.01,829431.66,2052.13,422.31,7.86,582966.02,208,Yes,No,Operational
RE-02184,China,2011,Solar PV,964.91,22.29,1884087.13,1029.03,992.92,23.72,1140489.54,1757,Yes,Yes,Planned
RE-02185,Chile,2021,Biomass,794.42,71.38,4967419.28,2709.98,2152.86,64.1,1411904.28,2281,Yes,Yes,Operational
RE-02186,Poland,2017,Solar PV,1022.06,20.73,1856007.81,1067.77,1091.33,43.07,1017860.27,3517,Yes,No,Planned
RE-02187,Canada,2024,Biomass,833.42,74.64,5449286.67,3763.51,3136.58,51.92,2344449.41,3071,Yes,No,Operational
RE-02188,Germany,2022,Hydroelectric,817.92,47.68,3416262.08,3369.5,2755.98,4.57,1614362.98,412,Yes,No,Operational
RE-02189,Norway,2025,Onshore Wind,946.14,30.0,2486455.92,1612.31,1525.47,8.26,649043.68,3497,Yes,No,Planned
RE-02190,South Korea,2010,Geothermal,88.18,74.74,577334.21,3704.0,326.62,28.64,296049.05,119,Yes,Yes,Planned
RE-02191,Argentina,2016,Solar CSP,8.7,38.64,29448.32,3840.26,33.41,36.74,20296.5,4,Yes,Yes,Planned
RE-02192,Japan,2020,Onshore Wind,547.72,40.81,1958074.9,2295.28,1257.17,9.87,503372.83,1844,Yes,Yes,Operational
RE-02193,Japan,2012,Offshore Wind,904.32,49.89,3952207.57,3823.73,3457.88,21.27,1923927.43,2661,Yes,Yes,Operational
RE-02194,India,2025,Geothermal,963.27,77.02,6499136.45,5874.98,5659.19,47.41,2036836.71,949,Yes,Yes,Planned
RE-02195,Poland,2020,Solar PV,100.19,21.1,185187.19,899.77,90.15,39.62,69169.78,340,Yes,Yes,Operational
RE-02196,Japan,2017,Geothermal,561.4,79.48,3908718.31,5946.95,3338.62,45.83,2659526.16,1047,Yes,No,Operational
RE-02197,Spain,2012,Hydroelectric,1263.36,43.67,4832973.57,3661.84,4626.22,30.57,3077340.95,1406,Yes,Yes,Operational
RE-02198,Norway,2014,Hydroelectric,1170.0,62.96,6452896.32,2935.95,3435.06,16.38,2139153.3,4615,Yes,No,Operational
RE-02199,United States,2013,Offshore Wind,860.2,43.56,3282399.33,4087.1,3515.72,9.4,940652.3,1517,Yes,No,Operational
RE-02200,India,2019,Biogas,610.07,52.08,2783266.23,2547.55,1554.18,33.53,1883853.0,2089,Yes,No,Operational
RE-02201,France,2012,Biogas,974.46,76.6,6538782.51,3459.33,3370.98,34.7,3310515.35,473,Yes,Yes,Operational
RE-02202,Germany,2011,Solar PV,1047.11,19.28,1768493.4,826.36,865.29,57.88,1216260.47,887,Yes,Yes,Planned
RE-02203,India,2016,Solar CSP,148.08,35.99,466855.37,4635.15,686.37,22.23,191751.94,280,Yes,No,Construction
RE-02204,Sweden,2021,Onshore Wind,1030.47,37.0,3339959.36,1556.2,1603.62,16.37,1029321.6,935,Yes,No,Operational
RE-02205,India,2017,Onshore Wind,714.87,44.03,2757273.61,1258.18,899.44,11.98,1737311.51,1978,Yes,No,Operational
RE-02206,South Korea,2010,Offshore Wind,1166.97,54.82,5604060.68,2862.61,3340.58,16.12,2127956.62,1617,Yes,No,Operational
RE-02207,Brazil,2020,Solar CSP,451.25,26.0,1027767.0,3581.82,1616.3,35.6,257029.71,1393,Yes,No,Operational
RE-02208,Norway,2010,Onshore Wind,1379.99,25.69,3105590.22,1554.39,2145.04,19.05,2076754.5,3616,Yes,Yes,Planned
RE-02209,China,2021,Biomass,429.19,59.36,2231760.53,3908.08,1677.31,83.98,1633021.8,799,Yes,No,Operational
RE-02210,Canada,2017,Onshore Wind,468.88,30.03,1233448.86,2160.0,1012.78,10.06,591359.52,1323,Yes,No,Planned
RE-02211,South Korea,2019,Solar PV,724.1,27.42,1739282.41,1552.53,1124.19,52.84,789990.29,1884,Yes,No,Planned
RE-02212,United Kingdom,2013,Hydroelectric,1334.45,64.7,7563288.95,2781.66,3711.99,7.8,5510515.33,1355,Yes,Yes,Operational
RE-02213,United Kingdom,2014,Biomass,446.56,85.34,3338386.1,2273.34,1015.18,49.76,1989135.52,1709,Yes,Yes,Planned
RE-02214,India,2015,Offshore Wind,1345.03,49.66,5851171.03,6282.95,8450.76,14.63,3605876.14,4051,Yes,No,Planned
RE-02215,Poland,2024,Solar PV,544.52,27.46,1309840.68,983.48,535.52,58.58,343143.64,1431,Yes,No,Planned
RE-02216,South Korea,2018,Solar PV,552.77,26.96,1305474.7,1313.02,725.8,37.06,550411.92,639,Yes,No,Operational
RE-02217,United States,2017,Biogas,1425.95,50.48,6305619.35,3640.73,5191.5,77.05,3968606.73,3264,Yes,No,Planned
RE-02218,Chile,2010,Solar CSP,832.01,29.15,2124570.82,4419.01,3676.66,37.58,715678.01,854,Yes,Yes,Operational
RE-02219,Argentina,2011,Hydroelectric,534.18,53.63,2509571.23,4337.83,2317.18,14.72,732575.08,1673,Yes,No,Planned
RE-02220,Germany,2020,Offshore Wind,1439.22,40.82,5146408.93,3190.52,4591.86,10.67,3277700.86,3361,Yes,No,Operational
RE-02221,Germany,2011,Biogas,1078.05,57.27,5408417.3,2995.69,3229.5,80.53,2642231.1,1650,Yes,Yes,Operational
RE-02222,Argentina,2026,Hydroelectric,59.85,50.48,264659.57,3083.99,184.58,16.11,198072.92,48,Yes,No,Operational
RE-02223,Spain,2025,Biomass,1008.27,72.43,6397340.06,2551.68,2572.78,65.56,4241291.14,612,Yes,No,Operational
RE-02224,India,2013,Biomass,1085.02,55.43,5268496.89,4209.17,4567.03,46.24,3848063.17,710,Yes,No,Operational
RE-02225,United States,2013,Solar PV,17.75,27.22,42324.38,733.86,13.03,45.3,22903.99,39,Yes,No,Planned
RE-02226,Australia,2013,Offshore Wind,1101.11,54.07,5215442.75,6367.45,7011.26,15.71,3668793.48,611,Yes,No,Operational
RE-02227,Spain,2017,Offshore Wind,806.25,47.38,3346330.95,6021.09,4854.5,13.88,1365706.19,2359,Yes,Yes,Operational
RE-02228,Australia,2018,Geothermal,67.29,87.0,512830.55,3422.96,230.33,31.94,343092.04,128,Yes,No,Operational
RE-02229,China,2014,Offshore Wind,807.57,45.07,3188392.96,5094.84,4114.44,14.48,1419767.01,1336,Yes,No,Operational
RE-02230,Germany,2019,Biogas,1089.11,63.59,6066869.83,3079.95,3354.4,83.74,4083604.16,2456,Yes,No,Planned
RE-02231,Australia,2012,Solar CSP,69.4,31.9,193934.14,3146.02,218.33,36.86,58308.58,29,Yes,No,Operational
RE-02232,Mexico,2021,Geothermal,35.64,81.11,253230.61,2583.1,92.06,46.03,72422.16,132,Yes,No,Operational
RE-02233,United States,2011,Solar PV,531.17,22.33,1039025.89,1217.95,646.94,33.19,401408.06,2089,Yes,No,Operational
RE-02234,France,2025,Onshore Wind,935.95,38.87,3186920.98,2007.78,1879.18,9.04,869940.77,3038,Yes,Yes,Operational
RE-02235,Spain,2022,Biogas,246.21,81.58,1759517.11,2371.67,583.93,88.87,690973.42,741,Yes,No,Planned
RE-02236,China,2015,Offshore Wind,879.46,40.75,3139408.36,3761.51,3308.1,24.85,2237437.5,790,Yes,Yes,Operational
RE-02237,Poland,2014,Hydroelectric,1256.6,33.33,3668905.07,4622.79,5809.0,34.13,1434065.05,2566,Yes,No,Operational
RE-02238,Mexico,2011,Hydroelectric,1344.08,40.58,4777946.34,2299.99,3091.37,34.44,1440333.42,826,Yes,Yes,Operational
RE-02239,Chile,2021,Geothermal,549.2,83.98,4040271.08,2222.08,1220.37,30.4,2919032.58,1751,Yes,No,Planned
RE-02240,South Korea,2010,Geothermal,1066.1,81.41,7602909.21,2478.03,2641.83,19.77,1901840.83,1805,Yes,No,Operational
RE-02241,United Kingdom,2020,Onshore Wind,833.39,30.2,2204749.91,1774.95,1479.23,19.74,1041322.99,2957,Yes,No,Construction
RE-02242,South Korea,2014,Offshore Wind,661.91,52.42,3039485.42,6065.4,4014.75,21.42,797190.16,265,Yes,No,Planned
RE-02243,Argentina,2014,Solar PV,1182.16,26.82,2777404.53,1471.59,1739.65,47.68,886419.75,3370,Yes,Yes,Planned
RE-02244,Mexico,2020,Hydroelectric,633.87,51.8,2876299.22,4909.75,3112.14,24.8,1157535.27,391,Yes,Yes,Planned
RE-02245,Spain,2016,Biomass,148.57,83.71,1089463.22,1848.75,274.67,35.26,530978.9,96,No,No,Construction
RE-02246,Sweden,2024,Solar CSP,72.68,38.39,244420.22,3913.56,284.44,17.95,97859.87,160,Yes,Yes,Operational
RE-02247,Poland,2017,Offshore Wind,3.97,48.01,16696.53,3531.24,14.02,18.15,6170.62,7,Yes,Yes,Operational
RE-02248,Japan,2015,Hydroelectric,310.43,48.62,1322156.14,3232.37,1003.42,30.35,620595.68,1178,Yes,No,Operational
RE-02249,Australia,2020,Offshore Wind,197.74,44.57,772042.61,3852.38,761.77,19.39,487929.38,740,Yes,No,Planned
RE-02250,India,2023,Solar CSP,402.31,39.31,1385377.01,4298.65,1729.39,37.22,488523.66,388,Yes,No,Operational
RE-02251,Norway,2025,Offshore Wind,20.51,36.84,66189.54,4004.02,82.12,10.85,30008.7,61,Yes,Yes,Construction
RE-02252,Argentina,2022,Biogas,1055.92,70.42,6513750.85,3651.75,3855.96,27.17,4819351.51,4087,Yes,No,Operational
RE-02253,Poland,2014,Onshore Wind,1466.76,29.02,3728726.87,1442.62,2115.98,7.11,2013928.5,5132,Yes,Yes,Construction
RE-02254,France,2020,Hydroelectric,711.09,50.48,3144474.11,4921.17,3499.39,27.19,1861414.04,1390,Yes,No,Construction
RE-02255,United States,2021,Solar PV,912.21,18.81,1503099.5,898.93,820.01,23.6,903987.62,3552,Yes,No,Operational
RE-02256,Brazil,2015,Hydroelectric,313.06,62.65,1718117.11,1849.86,579.12,20.78,753546.94,868,Yes,No,Operational
RE-02257,Poland,2025,Hydroelectric,884.21,44.51,3447601.99,4148.43,3668.08,21.15,1100789.19,2596,Yes,No,Construction
RE-02258,Germany,2018,Hydroelectric,478.41,38.78,1625220.01,3640.47,1741.64,13.3,504158.11,1539,Yes,Yes,Planned
RE-02259,France,2021,Biomass,1149.47,66.56,6702164.15,3467.08,3985.3,114.24,2622882.77,745,Yes,Yes,Operational
RE-02260,Italy,2014,Solar CSP,1440.06,26.63,3359354.69,4064.17,5852.65,43.74,1178033.01,3675,Yes,Yes,Operational
RE-02261,Canada,2015,Biogas,310.44,77.94,2119542.76,2712.15,841.96,51.33,1263589.93,1182,Yes,Yes,Planned
RE-02262,Japan,2020,Onshore Wind,713.57,28.4,1775247.99,1784.44,1273.32,15.69,738713.08,497,Yes,No,Retired
RE-02263,India,2013,Solar PV,1371.92,21.31,2561039.89,1296.9,1779.24,54.55,1354099.15,852,Yes,No,Operational
RE-02264,Poland,2023,Onshore Wind,403.59,30.54,1079725.94,2176.91,878.58,12.2,417847.97,755,No,Yes,Operational
RE-02265,Argentina,2016,Biogas,91.6,52.62,422231.3,1626.35,148.97,34.5,240753.62,101,Yes,Yes,Operational
RE-02266,South Africa,2016,Offshore Wind,895.85,50.18,3937948.76,4709.38,4218.9,24.42,1268604.33,575,Yes,Yes,Operational
RE-02267,Argentina,2010,Hydroelectric,523.02,52.78,2418197.61,3551.44,1857.47,21.36,794796.5,764,Yes,No,Operational
RE-02268,United Kingdom,2014,Geothermal,502.83,89.97,3962990.28,3651.59,1836.13,18.19,2897024.04,437,Yes,Yes,Operational
RE-02269,Poland,2018,Offshore Wind,45.64,51.88,207419.56,3764.15,171.8,17.2,134027.01,115,Yes,Yes,Planned
RE-02270,Poland,2013,Offshore Wind,947.67,45.13,3746507.21,4179.03,3960.34,8.79,1253190.98,1830,Yes,Yes,Operational
RE-02271,Sweden,2017,Solar PV,632.64,26.55,1471381.46,1239.58,784.21,20.06,928375.41,1352,Yes,Yes,Operational
RE-02272,Argentina,2023,Hydroelectric,56.03,45.31,222391.81,2707.56,151.7,4.05,110411.42,85,Yes,Yes,Operational
RE-02273,Norway,2017,Geothermal,699.57,87.92,5387942.63,5966.89,4174.26,16.11,2413869.82,2437,No,No,Construction
RE-02274,Canada,2021,Geothermal,413.61,84.6,3065247.17,4185.09,1731.0,45.5,2289215.01,473,Yes,No,Planned
RE-02275,Norway,2023,Geothermal,930.97,94.83,7733668.33,3560.03,3314.28,19.65,2446004.26,1832,Yes,No,Operational
RE-02276,India,2011,Biomass,230.56,72.16,1457419.56,2299.85,530.25,74.83,678060.1,594,Yes,No,Planned
RE-02277,India,2014,Geothermal,182.64,71.62,1145867.29,2952.38,539.22,23.88,795622.28,681,Yes,No,Operational
RE-02278,South Korea,2020,Solar CSP,1482.99,41.29,5363980.76,4725.72,7008.2,26.15,1949821.72,5893,Yes,No,Operational
RE-02279,Spain,2018,Hydroelectric,166.46,58.32,850416.17,3416.34,568.68,17.0,367016.06,414,Yes,No,Operational
RE-02280,Japan,2015,Biomass,793.39,76.06,5286243.32,3621.31,2873.11,68.97,2606258.37,2295,Yes,No,Operational
RE-02281,France,2019,Onshore Wind,1256.6,25.53,2810295.42,1412.44,1774.87,14.3,851663.46,1432,Yes,No,Operational
RE-02282,Mexico,2015,Geothermal,586.12,94.12,4832507.82,4274.22,2505.21,27.49,2201995.87,1434,Yes,Yes,Operational
RE-02283,Chile,2018,Solar CSP,967.63,37.96,3217656.17,4278.39,4139.9,35.77,1583053.47,2361,Yes,No,Operational
RE-02284,Norway,2017,Geothermal,841.87,91.33,6735387.67,2631.7,2215.55,50.37,2145271.66,774,Yes,Yes,Operational
RE-02285,China,2017,Hydroelectric,1401.47,57.37,7043244.45,2871.98,4024.99,29.22,2555952.87,3666,Yes,No,Planned
RE-02286,Poland,2026,Biomass,1392.59,59.78,7292615.05,2760.41,3844.12,101.55,2946419.61,2777,Yes,No,Operational
RE-02287,France,2012,Offshore Wind,452.55,41.97,1663832.66,3305.7,1495.99,22.19,651079.87,1488,Yes,No,Operational
RE-02288,Norway,2013,Biogas,1486.78,78.29,10196640.54,2151.28,3198.48,41.73,3887115.42,5641,Yes,No,Operational
RE-02289,France,2016,Solar CSP,612.92,27.59,1481356.54,4299.78,2635.42,27.76,696986.82,1361,Yes,No,Operational
RE-02290,Chile,2016,Onshore Wind,47.22,43.61,180391.54,2212.13,104.46,10.14,77571.28,79,Yes,Yes,Retired
RE-02291,Canada,2011,Biogas,1460.68,52.41,6706151.32,2362.03,3450.17,41.3,2547111.22,5814,Yes,No,Operational
RE-02292,Canada,2015,Offshore Wind,37.25,45.65,148960.52,6197.83,230.87,8.29,91251.46,49,Yes,No,Construction
RE-02293,Japan,2019,Solar PV,304.18,14.1,375710.97,1363.55,414.76,43.98,173305.37,355,Yes,No,Construction
RE-02294,Chile,2020,Biomass,725.5,72.17,4586677.75,3396.46,2464.13,111.6,2399784.43,466,Yes,No,Operational
RE-02295,Brazil,2023,Solar PV,285.67,16.29,407652.23,907.93,259.37,55.04,240705.33,649,Yes,No,Operational
RE-02296,China,2022,Onshore Wind,1370.43,32.21,3866799.81,1527.33,2093.1,14.1,1756235.88,4304,Yes,Yes,Operational
RE-02297,Japan,2021,Biogas,81.1,61.98,440328.23,1638.63,132.89,78.36,135883.08,54,Yes,No,Operational
RE-02298,Japan,2013,Biomass,275.09,57.79,1392616.72,2416.7,664.81,114.23,925478.05,393,Yes,Yes,Operational
RE-02299,Brazil,2013,Solar CSP,1332.39,20.44,2385702.92,5140.37,6848.98,16.24,1582716.86,2575,Yes,Yes,Planned
RE-02300,China,2026,Solar PV,1472.67,27.31,3523150.91,916.87,1350.25,36.37,2107954.57,2264,Yes,Yes,Construction
RE-02301,South Korea,2015,Offshore Wind,83.71,57.26,419887.35,5922.44,495.77,13.16,132185.74,255,Yes,No,Operational
RE-02302,Argentina,2011,Solar CSP,93.36,27.04,221142.21,4292.35,400.73,19.67,160668.97,280,Yes,No,Operational
RE-02303,United Kingdom,2016,Solar CSP,840.42,22.38,1647633.32,3145.94,2643.91,19.49,555235.29,2318,Yes,No,Operational
RE-02304,Argentina,2023,Biogas,1308.58,52.35,6000964.68,1845.83,2415.42,86.6,3451110.38,4899,Yes,No,Operational
RE-02305,China,2015,Hydroelectric,1348.59,44.39,5244078.52,3945.72,5321.16,31.51,3594485.26,582,Yes,No,Operational
RE-02306,Canada,2011,Solar CSP,38.55,40.98,138388.64,3921.55,151.18,38.59,49820.01,48,Yes,No,Operational
RE-02307,Italy,2015,Solar CSP,826.39,20.88,1511540.03,3636.29,3004.99,31.69,381532.96,2228,Yes,No,Planned
RE-02308,Sweden,2015,Solar PV,842.79,18.92,1396833.4,1082.15,912.03,23.48,843059.89,412,Yes,No,Construction
RE-02309,Poland,2015,Hydroelectric,664.74,50.56,2944170.69,4754.16,3160.28,24.83,1110591.83,2293,Yes,Yes,Operational
RE-02310,Norway,2013,Solar PV,796.96,26.98,1883573.52,1210.74,964.91,29.31,976088.39,2428,Yes,No,Operational
RE-02311,Germany,2019,Hydroelectric,466.53,59.9,2447994.88,2464.59,1149.81,5.02,1519583.29,1601,Yes,No,Operational
RE-02312,France,2017,Geothermal,887.08,80.76,6275714.88,4310.13,3823.43,53.66,2314165.76,829,Yes,No,Construction
RE-02313,Argentina,2026,Biomass,1033.32,87.58,7927639.31,2465.11,2547.25,52.76,3196958.3,3341,Yes,No,Operational
RE-02314,Norway,2017,Solar CSP,1335.36,23.05,2696332.2,4140.26,5528.74,17.65,972692.96,2020,Yes,No,Construction
RE-02315,Brazil,2023,Offshore Wind,281.66,52.1,1285484.97,5267.98,1483.78,9.36,542921.57,140,Yes,Yes,Planned
RE-02316,South Korea,2011,Solar PV,867.22,25.76,1956947.84,1599.64,1387.24,36.41,1000416.61,2379,No,No,Operational
RE-02317,Chile,2022,Biogas,378.65,58.92,1954361.08,2913.37,1103.15,70.26,644184.6,580,Yes,No,Operational
RE-02318,Poland,2017,Geothermal,121.52,93.86,999153.97,5648.62,686.42,22.6,581059.13,395,Yes,No,Planned
RE-02319,United Kingdom,2018,Biogas,1385.75,51.67,6272309.14,3806.11,5274.32,88.52,2057135.82,2704,Yes,Yes,Operational
RE-02320,China,2022,Hydroelectric,615.6,51.17,2759422.08,3592.02,2211.25,34.17,885127.71,2348,Yes,No,Operational
RE-02321,Australia,2020,Biogas,1260.32,77.54,8560728.64,1623.85,2046.57,54.39,2633908.16,1197,No,No,Operational
RE-02322,Chile,2016,Geothermal,568.93,73.13,3644672.54,5422.28,3084.9,22.78,1147253.76,1713,Yes,No,Operational
RE-02323,Germany,2011,Hydroelectric,834.13,46.81,3420396.78,3938.93,3285.58,10.79,1465005.78,2314,Yes,Yes,Operational
RE-02324,United States,2012,Solar PV,1481.09,21.29,2762238.77,1180.32,1748.16,30.2,701176.69,4595,Yes,No,Operational
RE-02325,Chile,2012,Solar PV,1068.5,19.28,1804619.57,757.4,809.28,32.04,530302.73,3649,Yes,No,Construction
RE-02326,Norway,2018,Biogas,1188.18,67.88,7065260.48,3900.03,4633.94,43.85,3900677.07,3931,Yes,No,Operational
RE-02327,Norway,2021,Offshore Wind,436.01,49.94,1907432.13,3481.64,1518.03,15.16,1354502.92,1447,Yes,No,Operational
RE-02328,Canada,2022,Offshore Wind,1359.86,46.3,5515428.98,3130.74,4257.37,20.18,1583428.65,2483,Yes,Yes,Operational
RE-02329,United States,2022,Solar CSP,731.3,38.06,2438195.15,5252.16,3840.9,39.22,1775605.44,2738,Yes,Yes,Construction
RE-02330,Japan,2010,Biomass,1234.86,76.24,8247165.63,4040.64,4989.62,95.11,4805482.64,700,Yes,Yes,Operational
RE-02331,Australia,2019,Solar CSP,72.17,40.09,253452.67,3851.02,277.93,36.0,82092.71,249,Yes,No,Operational
RE-02332,Poland,2020,Offshore Wind,1117.04,53.55,5240012.3,3932.81,4393.11,23.67,2237214.55,1541,Yes,No,Operational
RE-02333,Japan,2024,Geothermal,842.17,94.19,6948781.73,2519.03,2121.45,39.56,2070821.37,1728,Yes,No,Operational
RE-02334,Brazil,2018,Offshore Wind,629.85,40.57,2238444.07,5303.51,3340.42,16.8,1485181.92,2476,Yes,No,Planned
RE-02335,India,2012,Offshore Wind,1254.06,46.07,5061050.07,5423.9,6801.9,19.94,3507220.66,3937,Yes,No,Construction
RE-02336,China,2013,Biomass,1288.46,59.08,6668306.19,2708.31,3489.55,106.05,4741105.66,4022,Yes,Yes,Operational
RE-02337,South Africa,2016,Solar PV,1328.56,23.08,2686093.24,1052.86,1398.79,39.94,1925348.04,3464,Yes,No,Operational
RE-02338,India,2011,Solar CSP,403.16,30.84,1089170.61,3823.14,1541.34,29.01,580950.29,1152,Yes,Yes,Planned
RE-02339,Canada,2025,Hydroelectric,67.94,32.57,193841.79,4788.25,325.31,8.59,143374.03,229,Yes,No,Operational
RE-02340,Italy,2019,Solar PV,355.12,23.61,734471.97,1456.03,517.07,46.28,200737.31,902,Yes,Yes,Construction
RE-02341,Sweden,2020,Geothermal,15.31,93.76,125746.79,3893.2,59.6,24.3,36856.24,26,Yes,No,Construction
RE-02342,Mexico,2019,Onshore Wind,1062.4,41.64,3875278.23,1768.55,1878.91,19.94,1518100.09,648,Yes,Yes,Operational
RE-02343,South Africa,2011,Onshore Wind,849.13,45.72,3400826.79,2135.92,1813.67,15.74,1975424.13,2572,Yes,Yes,Operational
RE-02344,Poland,2025,Offshore Wind,709.3,37.73,2344341.48,3792.6,2690.09,21.38,885696.96,1370,Yes,Yes,Construction
RE-02345,Norway,2011,Offshore Wind,428.25,57.56,2159346.13,4560.8,1953.16,18.31,1231679.8,473,Yes,Yes,Operational
RE-02346,Norway,2021,Onshore Wind,163.6,27.97,400848.14,1845.29,301.89,12.84,222858.23,81,Yes,No,Operational
RE-02347,India,2024,Biomass,600.09,57.6,3027910.12,2819.37,1691.88,72.94,2067362.71,963,Yes,Yes,Construction
RE-02348,United Kingdom,2023,Onshore Wind,1427.23,29.36,3670744.22,2041.12,2913.15,14.15,2713979.09,5678,Yes,Yes,Operational
RE-02349,Germany,2024,Hydroelectric,958.09,60.76,5099506.84,4357.97,4175.33,13.7,1772245.33,1495,Yes,Yes,Construction
RE-02350,United States,2021,Geothermal,614.55,81.56,4390748.34,4111.5,2526.72,20.56,2739366.33,2124,Yes,No,Operational
RE-02351,Sweden,2012,Geothermal,101.88,88.04,785729.53,2816.01,286.9,52.53,431503.2,335,Yes,No,Operational
RE-02352,China,2011,Offshore Wind,357.99,55.34,1735458.19,5450.31,1951.16,20.69,640525.52,259,Yes,No,Operational
RE-02353,Canada,2026,Biogas,1441.61,51.02,6443062.54,3340.14,4815.18,41.95,2708984.95,1823,Yes,Yes,Operational
RE-02354,France,2017,Biomass,783.21,57.89,3971786.36,4041.08,3165.01,114.39,1792993.61,2730,Yes,No,Planned
RE-02355,France,2018,Offshore Wind,822.03,41.32,2975446.09,5435.08,4467.8,10.7,1105618.59,1749,Yes,Yes,Planned
RE-02356,Poland,2024,Offshore Wind,566.71,54.45,2703104.69,5853.09,3317.0,9.89,1442492.39,850,Yes,No,Operational
RE-02357,Canada,2018,Solar CSP,438.31,31.75,1219071.6,2829.53,1240.21,39.53,636153.28,508,Yes,No,Operational
RE-02358,United States,2026,Biomass,375.31,57.55,1892080.33,3777.44,1417.71,94.99,557499.55,297,Yes,Yes,Operational
RE-02359,Mexico,2021,Onshore Wind,92.02,46.8,377252.55,1129.91,103.97,18.04,162389.5,86,No,No,Operational
RE-02360,Australia,2017,Offshore Wind,216.2,36.26,686732.49,2968.08,641.7,22.05,224224.75,225,No,No,Operational
RE-02361,Brazil,2019,Onshore Wind,365.4,36.37,1164168.78,1535.01,560.89,15.09,732732.88,604,Yes,No,Planned
